0.6796593,0.7412902,0.8305915,0.6896438,0.7349544,0.8929448,0.6217898,0.8053113,0.8942865,0.4965235,0.8482569,0.8974352,0.3263746,0.6376214,0.8653297,0.3277444,0.7131414,0.8872406,0.3806789,0.80237,0.8873248,1
0.5632311,0.8121269,0.8280618,0.6838039,0.7581038,0.8441817,0.5756704,0.7844499,0.8772598,0.4969064,0.848163,0.8971123,0.3226864,0.6347477,0.8684753,0.328193,0.7109078,0.8889313,0.381863,0.8020788,0.8877149,1
0.4433437,0.7996083,0.8266807,0.6223586,0.7638255,0.8303609,0.6237358,0.8134101,0.8797389,0.5085399,0.8557188,0.8984311,0.3229521,0.6325173,0.8703964,0.3306565,0.7127049,0.8926477,0.3840765,0.803398,0.8933172,1
0.6826693,0.7087148,0.8314139,0.723768,0.7388116,0.885611,0.625351,0.8039635,0.8944617,0.5052989,0.848197,0.9001153,0.3263156,0.6353663,0.8680958,0.3303797,0.7119336,0.8898092,0.3875072,0.8034071,0.8909258,1
0.6826693,0.7087148,0.8314139,0.711146,0.7384147,0.8996086,0.6254948,0.8040758,0.8948542,0.5048166,0.8481519,0.8999347,0.3264563,0.6355041,0.8675796,0.330312,0.711849,0.889379,0.3873426,0.8032313,0.8905979,1
0.7031448,0.7103648,0.8241719,0.7052117,0.7378678,0.9035416,0.6257061,0.8044409,0.8959849,0.5030028,0.8479931,0.8991667,0.3272024,0.6352438,0.8659571,0.3301798,0.7116094,0.8880093,0.3868814,0.8025805,0.8893208,1
0.6017985,0.7993259,0.8225362,0.70811,0.7394556,0.8580484,0.6228829,0.8051555,0.8956641,0.5018597,0.8481295,0.8985007,0.326864,0.6338491,0.8656544,0.3301311,0.7114954,0.8875145,0.3861644,0.8021915,0.8885395,1
0.7170201,0.6991673,0.8334754,0.7170634,0.7384149,0.8847138,0.6218845,0.80352,0.8952709,0.4988159,0.848771,0.8996691,0.3232026,0.6323225,0.8685516,0.3264551,0.7115247,0.8898776,0.3812978,0.802787,0.8901736,1
0.726104,0.7066025,0.8410284,0.7170634,0.7384149,0.8847138,0.6221685,0.8037611,0.8957168,0.4986584,0.8487177,0.8996383,0.3235106,0.6321667,0.8682314,0.3265418,0.711539,0.8896253,0.3813409,0.8026809,0.8900049,1
0.726104,0.7066025,0.8410284,0.7073542,0.7386681,0.901011,0.6224693,0.8041312,0.8963352,0.4983957,0.8486229,0.8995644,0.3242282,0.631935,0.8675712,0.3267792,0.7115704,0.8890173,0.3813934,0.8025101,0.8896962,1
0.5348173,0.7373381,0.8263169,0.6811525,0.7367736,0.8586254,0.6164612,0.805143,0.8881836,0.5023479,0.8475112,0.9014426,0.3244051,0.6308933,0.8691878,0.3265328,0.7121294,0.8909727,0.3802453,0.8029837,0.8932259,1
0.54706,0.7318901,0.8251464,0.6963668,0.7339543,0.8694758,0.6188716,0.8026853,0.8904442,0.5021816,0.8472216,0.9015124,0.3242911,0.6308465,0.8693705,0.3264944,0.7120789,0.8910245,0.381,0.8033999,0.8930554,1
0.5896593,0.7165431,0.8258356,0.7019986,0.7336791,0.8739575,0.6207539,0.8020787,0.8920096,0.502066,0.8471199,0.901524,0.3242531,0.6308297,0.8694323,0.3264826,0.712056,0.891039,0.3812371,0.8035099,0.8929256,1
0.6807775,0.71065,0.8306846,0.7014437,0.7367147,0.9026732,0.6239726,0.8030378,0.8972881,0.5000025,0.8465868,0.9008534,0.3244257,0.6307884,0.8694333,0.3265599,0.7117652,0.8906889,0.3817176,0.8026142,0.8908037,1
0.7680641,0.700658,0.8500196,0.6661873,0.720396,0.898048,0.6229735,0.8040188,0.8979198,0.4983002,0.8463815,0.8996426,0.3251954,0.6308224,0.8687099,0.3270009,0.711577,0.8898982,0.3817362,0.8021801,0.8899244,1
0.7599239,0.6985109,0.8502787,0.6715513,0.7232351,0.8987105,0.6227086,0.8042296,0.8980565,0.498094,0.8463691,0.8993695,0.3254023,0.6308498,0.8684877,0.3271294,0.7115511,0.8896855,0.3816662,0.8021619,0.8897843,1
0.5397164,0.8122282,0.8314466,0.7056702,0.7646467,0.8364589,0.6216072,0.8021037,0.8413038,0.4976164,0.8487019,0.9000016,0.3244689,0.6347581,0.8690154,0.3271692,0.7114333,0.8897868,0.3870434,0.8000848,0.8898751,1
0.5502536,0.7336079,0.8198255,0.6834203,0.7404733,0.8585495,0.6139206,0.8055893,0.8880356,0.4996806,0.8475693,0.9022523,0.3217528,0.634052,0.8696124,0.3241248,0.7116507,0.8912378,0.3763305,0.8029726,0.893092,1
0.6430608,0.7149133,0.831749,0.7243339,0.7282619,0.884265,0.6195021,0.8033512,0.893427,0.4976124,0.8473803,0.9017188,0.3225223,0.6329648,0.8680821,0.3234919,0.7113987,0.8902179,0.3768633,0.8025773,0.8914938,1
0.693454,0.70634,0.8467014,0.7130551,0.7414019,0.8980343,0.6205353,0.8038212,0.8957898,0.4959697,0.8472074,0.9007359,0.3237573,0.6318682,0.8662043,0.3234511,0.7110017,0.8885129,0.3779262,0.8021496,0.8899757,1
0.540311,0.7348476,0.8250883,0.679198,0.7365865,0.8619179,0.6138692,0.8032943,0.8884692,0.4989481,0.8483127,0.8998231,0.3240172,0.6314373,0.8671035,0.3270063,0.7121634,0.8899682,0.3794179,0.804423,0.8920708,1
0.6861691,0.7007114,0.8297612,0.7064433,0.7360605,0.8830739,0.6204561,0.8031822,0.8954751,0.4966636,0.8476961,0.899778,0.3240824,0.6313732,0.8670399,0.326722,0.711877,0.8893936,0.3794826,0.8025618,0.8903115,1
